mlflow_run_id,mlflow_experiment_id,git.commit_sha,git.branch,git.repo_name,git.is_dirty,git.commit_message,dataset.name,dataset.version,dataset.hash,dataset.path,dataset.rows,dataset.columns,dataset.test_size,dataset.random_state,n_estimators,max_depth,random_state,train_accuracy,test_accuracy,test_precision,test_recall,test_f1
787962b5115b4e38abaf39be8918c9aa,4,ccd5413b574c70245c6f81a864fda256f8040159,main,versioning,True,Initial commit: Complete reproducibility system,iris-dataset,4d301abe,4d301abed5efe50eccda350cde38e0eb,/Users/shehabhegazy/iCloud Drive (Archive) - 1/Documents/Courses/MLOps/tools/lakeFS-learning/versioning/data/iris.csv,150,5,0.2,42,200,10,42,1.0,0.9,0.9023569023569024,0.9,0.8997493734335839
